activity_year,lei,derived_msa-md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open-end_line_of_credit,business_or_commercial_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,applicant_ethnicity-2,applicant_ethnicity-3,applicant_ethnicity-4,applicant_ethnicity-5,co-applicant_ethnicity-1,co-applicant_ethnicity-2,co-applicant_ethnicity-3,co-applicant_ethnicity-4,co-applicant_ethnicity-5,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,applicant_race-2,applicant_race-3,applicant_race-4,applicant_race-5,co-applicant_race-1,co-applicant_race-2,co-applicant_race-3,co-applicant_race-4,co-applicant_race-5,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus-1,aus-2,aus-3,aus-4,aus-5,denial_reason-1,denial_reason-2,denial_reason-3,denial_reason-4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units
2019,5493001K7B4W8IPMZ254,31084,CA,6037,6037408211,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,1,3,2,1,32,1,2,2,2,335000,60,3.625,0.094,2,4228,NA,2090,NA,,360,NA,NA,2,2,2,2,565000,1,1,3,5,1,NA,7,48,3,10,2,,,,,4,,,,,2,3,2,27,,,,6,,,,,2,3,1,4,2,3,65-74,9999,Yes,NA,1,1,2,,,,,10,,,,5955,89.66,73100,72,870,1364,43
2019,5493001K7B4W8IPMZ254,31084,CA,6037,6037460501,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,1,3,2,1,31,1,2,2,2,675000,56.25,3.5,0.464,2,4398,NA,2090,NA,,180,NA,NA,2,2,2,2,1205000,1,1,3,5,1,NA,20,30%-<36%,2,10,2,,,,,4,,,,,2,3,2,25,,,,6,,,,,2,3,1,4,2,3,35-44,9999,No,NA,1,1,2,,,,,10,,,,5548,37.11,73100,317,1717,1926,56
2019,5493001K7B4W8IPMZ254,31084,CA,6037,6037212702,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,1,1,1,1,1,1,2,2,2,405000,NA,3.875,0.186,2,18973,NA,2090,NA,,360,NA,NA,2,2,2,2,665000,1,1,3,5,1,NA,0,NA,1,10,2,,,,,4,,,,,2,3,2,27,,,,6,,,,,2,3,1,4,2,3,35-44,9999,No,NA,1,1,1,,,,,10,,,,3756,78.43,73100,136,699,616,57
2019,5493001K7B4W8IPMZ254,11244,CA,6059,6059001707,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Joint,1,1,2,1,31,1,2,2,2,235000,62.37,3.25,-0.217,2,4767,NA,1990,NA,,360,NA,NA,2,2,2,2,385000,1,1,3,5,1,NA,7,20%-<30%,1,1,2,,,,,2,,,,,2,3,2,25,,,,2,25,,,,2,3,1,2,2,3,45-54,35-44,No,No,1,1,1,,,,,10,,,,7601,82.44,97900,127,1807,2283,29
2019,5493001K7B4W8IPMZ254,31084,CA,6037,6037234600,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Asian,Joint,1,1,2,1,31,1,2,2,2,625000,68.89,4.75,NA,2,3969.5,NA,1095,NA,,360,NA,NA,2,2,2,2,905000,1,3,3,5,1,NA,17,30%-<36%,1,1,3,,,,,3,,,,,2,3,2,25,,,,2,25,,,,2,3,1,2,2,3,>74,>74,Yes,Yes,1,1,1,,,,,10,,,,5060,95.75,73100,67,901,1481,76
2019,5493001K7B4W8IPMZ254,41740,CA,6073,6073017015,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,1,1,2,1,31,1,2,2,2,485000,60,3.75,0.21,2,2957.66,NA,1095,NA,,360,NA,NA,2,2,2,2,805000,1,1,3,5,1,NA,11,50%-60%,3,10,2,,,,,4,,,,,2,3,2,25,,,,6,,,,,2,3,1,4,2,3,55-64,9999,No,NA,1,1,1,,,,,10,,,,8096,38.44,86300,137,2322,2748,37
2019,5493001K7B4W8IPMZ254,31084,CA,6037,6037191203,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Joint,1,0,1,1,1,1,2,2,2,1205000,48,3.875,NA,2,18895.5,NA,9590,NA,,360,NA,NA,2,2,2,2,2505000,1,3,3,5,1,NA,22,<20%,1,1,2,,,,,2,,,,,2,3,2,27,,,,2,27,,,,2,3,1,2,2,3,55-64,55-64,No,No,1,1,6,,,,,10,,,,2753,73.27,73100,42,61,298,66
2019,5493001K7B4W8IPMZ254,31084,CA,6037,6037209510,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,1,1,1,1,1,1,2,2,2,485000,90,3.625,0.139,2,6948,NA,2090,NA,,360,NA,NA,2,2,2,2,535000,1,1,3,5,1,NA,7,46,1,10,2,,,,,4,,,,,2,3,2,25,,,,6,,,,,2,3,2,4,2,3,35-44,9999,No,NA,1,1,1,,,,,10,,,,2680,95.63,73100,47,34,75,60
2019,5493001K7B4W8IPMZ254,31084,CA,6037,6037431001,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Race Not Available,Male,1,3,2,1,31,1,2,2,2,575000,76.18,4,0.382,2,4480,NA,2140,NA,,360,NA,NA,2,2,2,2,765000,1,1,3,5,1,NA,9,46,2,10,2,,,,,4,,,,,2,3,6,,,,,6,,,,,2,3,1,4,2,3,25-34,9999,No,NA,1,1,2,,,,,10,,,,7279,65.02,73100,94,739,1980,56
2019,5493001K7B4W8IPMZ254,31084,CA,6037,6037650800,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,1,1,1,1,1,1,2,2,2,405000,54.87,3.375,-0.12,2,5408.16,NA,1095,NA,,360,NA,NA,2,2,2,2,725000,1,1,3,5,1,NA,13,20%-<30%,2,10,2,,,,,4,,,,,2,3,2,25,,,,6,,,,,2,3,1,4,2,3,55-64,9999,No,NA,1,1,1,,,,,10,,,,6854,78.86,73100,163,1858,2273,31
2019,5493001K7B4W8IPMZ254,11244,CA,6059,6059110605,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Joint,1,1,2,1,32,1,2,2,2,415000,66.13,4.875,NA,2,4469,NA,2090,NA,,360,NA,NA,2,2,2,2,625000,1,3,3,5,1,NA,11,<20%,1,1,2,,,,,2,,,,,2,3,2,25,,,,2,25,,,,2,3,1,2,2,3,65-74,55-64,Yes,No,1,1,1,,,,,10,,,,6487,80.68,97900,94,1276,1982,38
2019,5493001K7B4W8IPMZ254,31084,CA,6037,6037108202,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,1,1,1,1,1,1,2,2,2,625000,72.16,3.625,0.161,2,5602.66,NA,2090,NA,,360,NA,NA,2,2,2,2,865000,1,1,3,5,1,NA,18,36,3,10,2,,,,,4,,,,,2,3,2,25,,,,6,,,,,2,3,1,4,2,3,35-44,9999,No,NA,1,1,1,,,,,10,,,,6564,62.78,73100,213,1352,1690,0
2019,5493001K7B4W8IPMZ254,31084,CA,6037,6037910001,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,American Indian or Alaska Native,Female,1,2,1,2,1,1,2,2,2,365000,96.5,4.125,0.636,2,12666.31,NA,2465,NA,,360,NA,NA,2,2,2,2,375000,1,1,3,5,1,NA,6,45,2,9,1,11,,,,3,,,,,2,3,1,,,,,6,,,,,2,3,2,4,2,3,45-54,9999,No,NA,1,1,3,,,,,10,,,,5941,80.68,73100,84,977,1543,31
2019,5493001K7B4W8IPMZ254,31084,CA,6037,6037101122,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,1,1,2,1,31,1,2,2,2,205000,47.21,3.375,-0.261,2,3840.8,NA,2090,NA,,360,NA,NA,2,2,2,2,435000,1,1,3,5,1,NA,6,46,1,10,2,,,,,4,,,,,2,3,2,25,,,,6,,,,,2,3,2,4,2,3,55-64,9999,Yes,NA,1,1,1,,,,,10,,,,3291,24.76,73100,191,1025,1374,51
2019,5493001K7B4W8IPMZ254,31084,CA,6037,6037700300,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,1,1,1,1,1,1,2,2,2,435000,80,3.875,0.388,2,5743,NA,2090,NA,,360,NA,NA,2,2,2,2,565000,1,1,3,5,1,NA,9,47,2,10,2,,,,,4,,,,,2,3,2,25,,,,6,,,,,2,3,1,4,2,3,55-64,9999,No,NA,1,1,1,,,,,10,,,,5679,19.18,73100,148,968,378,54
2019,5493001K7B4W8IPMZ254,31084,CA,6037,6037267200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,1,1,2,1,31,1,2,2,2,385000,38.8,4.125,NA,2,4563,NA,2090,NA,,360,NA,NA,2,2,2,2,1005000,1,3,3,5,1,NA,12,<20%,3,10,2,,,,,4,,,,,2,3,2,25,,,,6,,,,,2,3,2,4,2,3,45-54,9999,No,NA,1,1,1,,,,,10,,,,5658,31.92,73100,172,1048,827,42
2019,5493001K7B4W8IPMZ254,31084,CA,6037,6037482102,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,1,1,2,1,31,1,2,2,2,225000,31.25,3.75,0.31,2,3861.66,NA,2090,NA,,360,NA,NA,2,2,2,2,725000,1,1,3,5,1,NA,8,44,2,10,2,,,,,4,,,,,2,3,2,25,,,,6,,,,,2,3,2,4,2,3,35-44,9999,No,NA,1,1,1,,,,,10,,,,2983,89.04,73100,109,620,927,60
2019,5493001K7B4W8IPMZ254,31084,CA,6037,6037554519,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Joint,1,1,2,1,31,1,2,2,2,675000,79.36,3.875,0.322,2,3166.62,NA,1095,NA,,360,NA,NA,2,2,2,2,845000,1,1,3,5,1,NA,21,20%-<30%,1,1,2,,,,,2,,,,,2,3,2,25,,,,2,25,,,,2,3,1,2,2,3,45-54,45-54,No,No,1,1,1,,,,,10,,,,3506,84,73100,196,1004,1171,40
2019,5493001K7B4W8IPMZ254,11244,CA,6059,6059052525,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,1,1,1,1,1,1,2,2,2,305000,49.5,4.125,NA,2,5982.16,NA,1790,NA,,360,NA,NA,2,2,2,2,605000,1,3,3,5,1,NA,5,20%-<30%,1,10,2,,,,,4,,,,,2,3,2,25,,,,6,,,,,2,3,2,4,2,3,65-74,9999,Yes,NA,1,1,1,,,,,10,,,,16970,66.72,97900,130,3015,3675,20
2019,5493001K7B4W8IPMZ254,31084,CA,6037,6037101400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,1,1,1,1,1,1,2,2,2,445000,80,3.5,-0.025,2,5736,NA,2090,NA,,360,NA,NA,2,2,2,2,555000,1,1,3,5,1,NA,7,45,1,10,2,,,,,4,,,,,2,3,2,25,,,,6,,,,,2,3,2,4,2,3,25-34,9999,No,NA,1,1,1,,,,,10,,,,4109,37.97,73100,98,972,1328,53
2019,5493001K7B4W8IPMZ254,40140,CA,6065,6065043316,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Race Not Available,Joint,1,1,2,1,32,1,2,2,2,245000,64,4,0.536,2,3553,NA,2090,NA,,360,NA,NA,2,2,2,2,375000,1,1,3,5,1,NA,4,49,3,3,2,,,,,2,,,,,2,3,6,,,,,6,,,,,2,3,1,2,2,3,>74,>74,Yes,Yes,1,1,1,,,,,10,,,,4045,47.49,69700,71,1214,1846,31
2019,5493001K7B4W8IPMZ254,37100,CA,6111,6111005600,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,1,1,2,1,31,1,2,2,2,225000,52.33,3.625,0.159,2,3257,NA,2055,NA,,360,NA,NA,2,2,2,2,435000,1,1,3,5,1,NA,8,30%-<36%,3,10,2,,,,,4,,,,,2,3,2,25,,,,6,,,,,2,3,2,4,2,3,35-44,9999,No,NA,1,1,1,,,,,10,,,,9533,46.59,97800,110,2695,3398,30
2019,5493001K7B4W8IPMZ254,31084,CA,6037,6037301203,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,1,1,2,1,32,1,2,2,2,445000,67.69,3.875,0.166,2,4302.69,NA,2090,NA,,360,NA,NA,2,2,2,2,655000,1,1,3,5,1,NA,7,44,3,10,2,,,,,4,,,,,2,3,2,25,,,,6,,,,,2,3,2,4,2,3,45-54,9999,No,NA,1,1,1,,,,,10,,,,4427,31.85,73100,126,742,470,43
2019,5493001K7B4W8IPMZ254,31084,CA,6037,6037271200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,1,1,2,1,31,1,2,2,2,395000,41.68,3.375,0.409,2,3737,NA,1990,NA,,180,NA,NA,2,2,2,2,955000,1,1,3,5,1,NA,13,41,1,10,2,,,,,4,,,,,1,3,2,27,,,,6,,,,,2,3,2,4,1,3,55-64,9999,No,NA,1,1,1,,,,,10,,,,2825,69.56,73100,103,222,335,39
2019,5493001K7B4W8IPMZ254,31084,CA,6037,6037405201,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,White,Male,1,1,2,1,31,1,2,2,2,375000,77.45,3.75,0.335,2,9542.26,NA,7034,NA,,360,NA,NA,2,2,2,2,495000,1,1,3,5,1,NA,5,41,2,10,3,,,,,4,,,,,2,3,5,,,,,6,,,,,2,3,1,4,2,3,35-44,9999,No,NA,1,1,1,,,,,10,,,,5319,97.26,73100,84,728,1087,51
2019,5493001K7B4W8IPMZ254,31084,CA,6037,6037535502,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,1,2,1,31,1,2,2,2,425000,80,3.875,0.349,2,9499,NA,6490,NA,,360,NA,NA,2,2,2,2,525000,1,1,3,5,1,NA,13,30%-<36%,2,10,1,14,,,,4,,,,,2,3,5,,,,,6,,,,,2,3,2,4,2,3,35-44,9999,No,NA,1,1,1,,,,,10,,,,4885,97.85,73100,74,367,1095,68
2019,5493001K7B4W8IPMZ254,40140,CA,6071,6071002607,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,2,2,2,31,1,2,2,2,385000,97.13,3.625,0.297,2,5655.08,NA,1370,NA,,360,NA,NA,2,2,2,2,395000,1,1,3,5,1,NA,0,NA,2,10,1,14,,,,4,,,,,2,3,5,,,,,6,,,,,1,3,2,4,1,3,25-34,9999,No,NA,1,1,3,,,,,10,,,,7834,94.69,69700,124,1662,2046,20
2019,5493001K7B4W8IPMZ254,31084,CA,6037,6037503701,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,1,2,1,2,1,1,2,2,2,525000,96.5,3.5,0.215,2,15697.43,NA,2690,NA,,360,NA,NA,2,2,2,2,535000,1,1,3,5,1,NA,8,44,3,10,2,,,,,4,,,,,2,3,3,,,,,6,,,,,2,3,1,4,2,3,35-44,9999,No,NA,1,1,3,,,,,10,,,,5267,64.99,73100,122,1008,1181,52
2019,5493001K7B4W8IPMZ254,40140,CA,6071,6071002607,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,2,2,2,31,1,2,2,2,365000,96.86,3.625,0.301,2,5826.1,NA,1370,NA,,360,NA,NA,2,2,2,2,365000,1,1,3,5,1,NA,0,NA,3,10,1,14,,,,4,,,,,2,3,5,,,,,6,,,,,1,3,2,4,1,3,35-44,9999,No,NA,1,1,3,,,,,10,,,,7834,94.69,69700,124,1662,2046,20
2019,5493001K7B4W8IPMZ254,11244,CA,6059,6059001303,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Joint,1,1,1,1,1,1,2,2,2,325000,80,3.75,0.337,2,8676.45,NA,5314,NA,,360,NA,NA,2,2,2,2,405000,1,1,3,5,1,NA,6,46,3,3,2,,,,,2,,,,,2,3,2,25,,,,2,25,,,,2,3,1,2,2,3,45-54,45-54,No,No,1,1,1,,,,,10,,,,5770,75.62,97900,82,939,1206,43
2019,5493001K7B4W8IPMZ254,31084,CA,6037,6037212900,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,1,1,2,1,32,1,2,2,2,725000,46.54,3.875,0.136,2,5412.45,NA,2090,NA,,360,NA,NA,2,2,2,2,1565000,1,1,3,5,1,NA,13,45,3,10,2,,,,,4,,,,,2,3,2,25,,,,6,,,,,2,3,1,4,2,3,55-64,9999,No,NA,1,1,1,,,,,10,,,,4906,94.72,73100,52,164,592,76
2019,5493001K7B4W8IPMZ254,31084,CA,6037,6037650800,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,1,9,1,1,1,1,2,2,2,425000,NA,5.875,0.186,2,7373,NA,2090,NA,,360,NA,84,2,2,2,2,715000,1,1,3,5,1,NA,0,NA,1,10,2,,,,,4,,,,,3,3,2,27,,,,6,,,,,3,3,1,4,3,3,55-64,9999,No,NA,1,1,6,,,,,10,,,,6854,78.86,73100,163,1858,2273,31
2019,5493001K7B4W8IPMZ254,31084,CA,6037,6037603101,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Joint,1,1,1,1,1,1,2,2,2,335000,80,3.875,0.541,2,8876.82,NA,5438,NA,,360,NA,NA,2,2,2,2,425000,1,1,3,5,1,NA,5,44,3,3,2,,,,,2,,,,,2,3,2,25,,,,2,25,,,,2,3,1,2,2,3,55-64,55-64,No,No,1,1,1,,,,,10,,,,4091,84.82,73100,85,592,1032,47
2019,5493001K7B4W8IPMZ254,11244,CA,6059,6059052418,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,1,1,1,1,1,1,2,2,2,605000,74.91,3.625,0.17,2,6536.16,NA,2090,NA,,360,NA,NA,2,2,2,2,805000,1,1,3,5,1,NA,10,40,3,10,2,,,,,4,,,,,2,3,2,25,,,,6,,,,,2,3,2,4,2,3,55-64,9999,No,NA,1,1,1,,,,,10,,,,15877,69.14,97900,106,2518,3717,10
2019,5493001K7B4W8IPMZ254,40140,CA,6071,6071009112,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,White,Male,1,2,1,2,1,1,2,2,2,235000,96.5,4.125,0.823,2,10380.07,NA,3040,NA,,360,NA,NA,2,2,2,2,235000,1,1,3,5,1,NA,5,50%-60%,3,10,3,,,,,4,,,,,2,3,5,,,,,6,,,,,2,3,1,4,2,3,25-34,9999,No,NA,1,1,3,,,,,10,,,,8547,85.48,69700,60,1307,2466,15
2019,5493001K7B4W8IPMZ254,31084,CA,6037,6037500100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,1,1,1,1,1,1,2,2,2,415000,74.91,3.875,NA,2,13786.6,NA,10440,NA,,360,NA,NA,2,2,2,2,555000,1,3,3,5,1,NA,30,39,2,10,2,,,,,4,,,,,1,3,2,25,,,,6,,,,,2,3,2,4,1,3,55-64,9999,No,NA,1,1,1,,,,,10,,,,3678,44.51,73100,214,1080,1281,50
2019,5493001K7B4W8IPMZ254,31084,CA,6037,6037910001,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,1,2,1,2,1,1,2,2,2,315000,96.5,3.875,1.296,2,14410.17,NA,5277.9,NA,,360,NA,NA,2,2,2,2,325000,1,1,3,5,1,NA,5,50%-60%,2,10,3,,,,,4,,,,,3,3,6,,,,,6,,,,,3,3,1,4,3,3,<25,9999,No,NA,1,1,3,,,,,10,,,,5941,80.68,73100,84,977,1543,31
2019,5493001K7B4W8IPMZ254,11244,CA,6059,6059001507,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,1,1,2,1,31,1,2,2,2,425000,79.81,3.375,-0.033,2,15012.45,NA,11990,NA,,360,NA,NA,2,2,2,2,535000,1,1,3,5,1,NA,7,49,2,10,2,,,,,4,,,,,2,3,2,25,,,,6,,,,,2,3,1,4,2,3,45-54,9999,No,NA,1,1,1,,,,,10,,,,4536,48.21,97900,95,641,863,40
2019,5493001K7B4W8IPMZ254,31084,CA,6037,6037405202,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,1,2,1,31,1,2,2,2,525000,61.29,4.625,NA,2,15428,NA,12370,NA,,180,NA,NA,2,2,2,2,855000,1,3,3,5,1,NA,17,42,1,1,1,14,,,,1,14,,,,2,3,5,,,,,5,,,,,2,3,1,2,2,3,35-44,35-44,No,No,1,1,1,,,,,10,,,,5285,97.99,73100,97,580,1038,48
2019,5493001K7B4W8IPMZ254,40140,CA,6065,6065040607,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,1,1,2,1,31,1,2,2,2,425000,73.97,3.5,0.046,2,8302.11,NA,6380,NA,,360,NA,NA,2,2,2,2,585000,1,1,3,5,1,NA,8,44,2,10,2,,,,,4,,,,,2,3,2,27,,,,6,,,,,2,3,2,4,2,3,45-54,9999,No,NA,1,1,1,,,,,10,,,,8805,74.66,69700,149,1516,2261,11
2019,5493001K7B4W8IPMZ254,40900,CA,6061,6061021309,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,1,1,1,1,1,1,2,2,2,365000,74.24,3.875,0.198,2,4078,NA,1720,NA,,360,NA,NA,2,2,2,2,495000,1,1,3,5,1,NA,20,41,2,10,2,,,,,4,,,,,2,3,2,25,,,,6,,,,,2,3,1,4,2,3,35-44,9999,No,NA,1,1,1,,,,,10,,,,11193,33.73,84000,141,2687,2774,13
2019,5493001K7B4W8IPMZ254,40900,CA,6067,6067008913,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,1,1,1,1,1,1,2,2,2,285000,95,5.375,1.737,2,4028,NA,1720,NA,,360,NA,NA,2,2,2,2,295000,1,1,3,5,1,NA,5,47,2,10,2,,,,,4,,,,,2,3,2,25,,,,6,,,,,2,3,2,4,2,3,65-74,9999,Yes,NA,1,1,1,,,,,10,,,,4487,28.88,84000,74,900,1273,47
2019,5493001K7B4W8IPMZ254,40900,CA,6113,6113010204,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,2,1,2,1,1,2,2,2,325000,96.5,3.375,0.064,2,9861.88,NA,1965,NA,,360,NA,NA,2,2,2,2,335000,1,1,3,5,1,NA,9,20%-<30%,3,10,1,14,,,,4,,,,,2,3,5,,,,,6,,,,,1,3,2,4,1,3,25-34,9999,No,NA,1,1,3,,,,,10,,,,4889,41.05,84000,61,1009,1620,58
2019,5493001K7B4W8IPMZ254,36084,CA,6001,6001400800,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,1,1,1,1,1,1,2,2,2,655000,90,3.875,0.321,2,5872,NA,2090,NA,,360,NA,NA,2,2,2,2,735000,1,1,3,5,1,NA,13,41,1,10,2,,,,,4,,,,,2,3,2,25,,,,6,,,,,2,3,2,4,2,3,45-54,9999,No,NA,1,1,1,,,,,10,,,,3527,61.55,111700,75,588,1277,68
2019,5493001K7B4W8IPMZ254,31084,CA,6037,6037650800,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,1,1,1,1,1,1,2,2,2,725000,75,3.75,0.285,2,6641.66,NA,2090,NA,,360,NA,NA,2,2,2,2,965000,1,1,3,5,1,NA,18,30%-<36%,3,10,2,,,,,4,,,,,2,3,2,25,,,,6,,,,,2,3,1,4,2,3,35-44,9999,No,NA,1,1,1,,,,,10,,,,6854,78.86,73100,163,1858,2273,31
2019,5493001K7B4W8IPMZ254,31084,CA,6037,6037403304,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,1,1,1,1,1,1,2,2,2,305000,70,3.75,0.424,2,8706.11,NA,5100,NA,,360,NA,NA,2,2,2,2,445000,1,1,3,5,1,NA,8,38,3,10,2,,,,,4,,,,,2,3,2,25,,,,6,,,,,2,3,2,4,2,3,45-54,9999,No,NA,1,1,1,,,,,10,,,,4985,85.08,73100,155,1348,1631,32
2019,5493001K7B4W8IPMZ254,31084,CA,6037,6037554513,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,1,1,2,1,32,1,2,2,2,335000,60,4.125,0.513,2,4262,NA,1990,NA,,360,NA,NA,2,2,2,2,555000,1,1,3,5,1,NA,6,46,1,10,2,,,,,4,,,,,2,3,2,25,,,,6,,,,,2,3,2,4,2,3,55-64,9999,Yes,NA,1,1,1,,,,,10,,,,2540,92.64,73100,164,585,765,40
2019,5493001K7B4W8IPMZ254,11244,CA,6059,6059052524,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Joint,1,1,2,1,31,1,2,2,2,445000,59.6,3.75,0.113,2,3979,NA,2090,NA,,360,NA,NA,2,2,2,2,755000,1,1,3,5,1,NA,9,30%-<36%,2,2,2,,,,,2,,,,,1,3,2,25,,,,2,25,,,,2,3,1,2,1,3,25-34,25-34,No,No,1,1,1,,,,,10,,,,9117,64.11,97900,89,1223,1648,26
2019,5493001K7B4W8IPMZ254,11244,CA,6059,6059110301,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,2,1,31,1,2,2,2,335000,52.29,3.25,-0.411,2,3157,NA,1195,NA,,360,NA,NA,2,2,2,2,635000,1,1,3,5,1,NA,8,20%-<30%,2,10,2,,,,,4,,,,,2,3,5,,,,,6,,,,,2,3,1,4,2,3,35-44,9999,No,NA,1,1,1,,,,,10,,,,7646,68.69,97900,94,1272,1664,55
2019,5493001K7B4W8IPMZ254,31084,CA,6037,6037405102,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,1,2,1,32,1,2,2,2,165000,34.78,2.875,0.161,2,7244,NA,4571,1600,,180,NA,NA,2,2,2,2,465000,1,1,3,5,1,NA,17,42,3,3,1,14,,,,1,14,,,,2,3,5,,,,,5,,,,,2,3,1,2,2,3,35-44,35-44,No,No,1,1,1,,,,,10,,,,4218,91.28,73100,75,674,997,47
